client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
23,1200,0,0.0,0.0,0.0,0.0,4,77,158,54,58,755,0,2,65,27,cyclic-agglomerative,mnist,10,5,False
24,1200,10,14.97,1.5,0.9983,0.0034,500,26,42,8,4,20,14,0,20,566,cyclic-agglomerative,mnist,10,5,False
25,1200,10,14.82,1.48,0.9392,0.3938,3,203,675,7,1,38,3,27,171,72,cyclic-agglomerative,mnist,10,5,False
26,1200,0,0.0,0.0,0.0,0.0,57,158,37,243,336,61,59,21,0,228,cyclic-agglomerative,mnist,10,5,False
27,1200,0,0.0,0.0,0.0,0.0,43,188,18,12,317,5,387,37,84,109,cyclic-agglomerative,mnist,10,5,False
28,1200,10,14.93,1.49,0.9917,0.0423,156,1,177,7,419,186,0,213,40,1,cyclic-agglomerative,mnist,10,5,False
29,1200,10,15.09,1.51,0.9992,0.0029,0,96,46,1,14,11,352,54,0,626,cyclic-agglomerative,mnist,10,5,False
30,1200,0,0.0,0.0,0.0,0.0,42,100,130,278,270,110,13,217,26,14,cyclic-agglomerative,mnist,10,5,False
31,1200,10,14.87,1.49,0.9867,0.0422,280,73,0,7,37,597,52,2,150,2,cyclic-agglomerative,mnist,10,5,False
32,1200,0,0.0,0.0,0.0,0.0,85,47,33,12,125,25,434,34,370,35,cyclic-agglomerative,mnist,10,5,False
33,1200,0,0.0,0.0,0.0,0.0,595,14,3,61,14,5,118,101,9,280,cyclic-agglomerative,mnist,10,5,False
34,1200,0,0.0,0.0,0.0,0.0,141,186,78,15,13,110,18,117,515,7,cyclic-agglomerative,mnist,10,5,False
35,1200,0,0.0,0.0,0.0,0.0,26,13,71,0,2,12,146,405,48,477,cyclic-agglomerative,mnist,10,5,False
36,1200,0,0.0,0.0,0.0,0.0,69,135,263,85,42,440,42,30,78,16,cyclic-agglomerative,mnist,10,5,False
37,1200,10,14.5,1.45,1.0,0.0009,326,18,17,16,8,36,187,592,0,0,cyclic-agglomerative,mnist,10,5,False
38,1200,10,15.67,1.57,0.9967,0.0094,66,448,176,205,6,125,171,0,3,0,cyclic-agglomerative,mnist,10,5,False
39,1200,0,0.0,0.0,0.0,0.0,96,66,125,100,138,2,40,455,178,0,cyclic-agglomerative,mnist,10,5,False
40,1200,10,15.39,1.54,0.9975,0.0138,121,150,183,219,49,95,239,144,0,0,cyclic-agglomerative,mnist,10,5,False
41,1200,0,0.0,0.0,0.0,0.0,509,9,11,12,121,0,273,265,0,0,cyclic-agglomerative,mnist,10,5,False
42,1200,0,0.0,0.0,0.0,0.0,64,101,123,164,386,0,86,276,0,0,cyclic-agglomerative,mnist,10,5,False
43,1200,10,15.26,1.53,0.995,0.0207,788,27,44,75,194,0,72,0,0,0,cyclic-agglomerative,mnist,10,5,False
44,1200,0,0.0,0.0,0.0,0.0,36,323,218,361,34,0,228,0,0,0,cyclic-agglomerative,mnist,10,5,False
45,1200,0,0.0,0.0,0.0,0.0,18,332,444,338,0,0,68,0,0,0,cyclic-agglomerative,mnist,10,5,False
46,1200,0,0.0,0.0,0.0,0.0,106,191,94,573,0,0,236,0,0,0,cyclic-agglomerative,mnist,10,5,False
47,1200,0,0.0,0.0,0.0,0.0,0,315,282,510,0,0,93,0,0,0,cyclic-agglomerative,mnist,10,5,False
48,1200,0,0.0,0.0,0.0,0.0,0,472,155,524,0,0,49,0,0,0,cyclic-agglomerative,mnist,10,5,False
49,1200,0,0.0,0.0,0.0,0.0,0,249,205,688,0,0,58,0,0,0,cyclic-agglomerative,mnist,10,5,False
